Id	Text	Date	Source	RetweetCount
1002460000491487234	RT @cricketaakash: At the core of the #IPL are some promising, young Indian talents. So here are the 5 young emerging Indian players that i…	2018-06-01 08:01:03	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	16
1002459871109713920	@ProfDeano How r u professor? It's been 5 days now. You were GOLD during IPL. Get in with a personalised video now💻	2018-06-01 08:00:32	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002459850125791232	@venkatarat No. Except for a test specialist like Pujara, no 1 else in the present Indian team desperately wants to… https://t.co/Z4pBNukXmJ	2018-06-01 08:00:27	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002459736250257408	Young cricketers from Afghanistan, Nepal the toast of IPL 2018.. https://t.co/fFaOSOEjlc	2018-06-01 08:00:00	"<a href=""http://NewsBoss.in"" rel=""nofollow"">NewsBoss.in</a>"	0
1002459634332913664	RT @VishwaRanjan__: @ALivingstone45 Bollywood has full of nepotism, due to that so many talented people are not getting space in it. They a…	2018-06-01 07:59:36	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2
1002458994017890304	Wriddhiman Saha not confident of playing Afghanistan Test https://t.co/Yoic8r02J6 https://t.co/YRI96gOBud	2018-06-01 07:57:03	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0
1002457730546692098	RT @raagadotcom: Happy 33rd birthday to Indian keeper-batsman @DineshKarthik. #IPL #KKR https://t.co/1Wm2if4jqm	2018-06-01 07:52:02	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	10
1002457657113022464	Just clicked some IPL final highlights on while had breakfast,not watched it for ages as I don’t like it. It appear… https://t.co/WKEEoPEZis	2018-06-01 07:51:44	"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>"	0
1002457354972123136	RT @stumpmic_: Remember that explosive innings against CSK?  #StumpMic #cricket #sport #india #teamindia #trending… https://t.co/ghSUnSwCjf	2018-06-01 07:50:32	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002456523551825921	RT @raagadotcom: Happy 33rd birthday to Indian keeper-batsman @DineshKarthik. #IPL #KKR https://t.co/1Wm2if4jqm	2018-06-01 07:47:14	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	10
1002456380467363840	RT @DHONIism: What's Your Favourite IPL 2018 Moment ?	2018-06-01 07:46:40	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	38
1002454714745622528	IPL likely to begin on March 29 next year - Times of India https://t.co/hey11W9uM2	2018-06-01 07:40:03	"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>"	0
1002454550178091008	RT @VishvaTimes: @IPL 2009: #ED imposes penalty of Rs 121 cr on @BCCI others  https://t.co/jlTN76l9NC   #Sports #Cricket https://t.co/nZYRv…	2018-06-01 07:39:24	"<a href=""https://www.crictext.com"" rel=""nofollow"">CricText</a>"	1
1002454331491344386	MS Dhoni Smashes #Facebook Record For IPL; 20 Cr Fans Watched IPL On #Hotstar! https://t.co/ApxUHAnqjE	2018-06-01 07:38:31	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002453705508171777	Jingle bells with an IPL twist. #okaythen https://t.co/vTie8ttoMP	2018-06-01 07:36:02	"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>"	0
1002453535483662336	RT @iihtishamm: As we were walking with @SAfridiOfficial towards the bus, there were so many Indian cricket fans waiting with the bus, Amon…	2018-06-01 07:35:22	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	61
1002453338716135424	The ED slapped a penalty of over Rs 121 crore on the BCCI, its former boss N Srinivasan, former IPL commissioner La… https://t.co/0jKyhS6A6L	2018-06-01 07:34:35	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	1
1002453321523712000	@NaamTamilarOrg 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam T… https://t.co/c2OW0uIJG1	2018-06-01 07:34:31	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1
1002453291081449472	RT @TOIChennai: Chennai: Naam Thamizhar Katchi cadre Madan Kumar who attacked a policeman during IPL protest has been arrested by Triplican…	2018-06-01 07:34:23	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	43
1002453250472271872	when Pakistani snipers kill 8 month old boy and civilians. These are the suggestions put forward by  our Ex-RAW chi… https://t.co/FotGtoiriT	2018-06-01 07:34:14	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0
1002452858493534208	RT @IPL: CHAMPIONS #PepsiIPL http://t.co/Cp0dC7ayGm	2018-06-01 07:32:40	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1273
1002452320133804032	RT @ANI: Enforcement Directorate has imposed a penalty of Rs. 121 crore on BCCI, its former boss N Srinivasan, Former IPL commissioner Lali…	2018-06-01 07:30:32	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	137
1002452118966620160	RT @M_Raj03: Feeling the void after the IPL? We’re in Malaysia for the #Asiacup2018 :) #justsaying See you, India? 🏏 🇮🇳	2018-06-01 07:29:44	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	3506
1002451984505450496	RT @DHONIism: #WhistlePodu Is The Most Mentioned Hashtag During IPL 😉 And Guess What, The Second Most Mentioned Hashtag Is #Yellove 💛  That…	2018-06-01 07:29:12	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	118
1002451791315808256	RT @DHONIism: #WhistlePodu Is The Most Mentioned Hashtag During IPL 😉 And Guess What, The Second Most Mentioned Hashtag Is #Yellove 💛  That…	2018-06-01 07:28:26	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	118
1002451779349385216	RT @KKRiders: From racking up the runs to chasing down totals, our #Knights played some fabulous knocks along the way 😎  Relive the top 5⃣…	2018-06-01 07:28:23	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	64
1002451436616101888	RT @republic: Major problem for BCCI and a few others.  https://t.co/2FZXC0R2Um	2018-06-01 07:27:01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	4
1002451363765280768	@_notbornyet @Rizzupizzu @RaviShastriOfc @iramizraja @SAfridiOfficial How come just mentioning that I don't like a… https://t.co/RbPo9YUsIc	2018-06-01 07:26:44	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	0
1002451001838690305	RT @HTSportsNews: #KLRahul hopes to use #IPL2018 experience to become Indian cricket team’s top finisher  https://t.co/JgEHF68a56 https://t…	2018-06-01 07:25:18	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	5
1002450885018963968	RT @MohammadKaif: 10 years today since @rajasthanroyals won the inaugural IPL. What a night it was. Glad to have been a part. https://t.co/…	2018-06-01 07:24:50	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	65
1002450697260945408	@BishwajitGorai1 @IPL @ChennaiIPL @CSKFansOfficial Thank you. Sadly, no. Couldn’t. :(	2018-06-01 07:24:05	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0
1002450499319226375	RT @DHONIism: What's Your Favourite IPL 2018 Moment ?	2018-06-01 07:23:18	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	38
1002450031897645056	RT @ChennaiIPL: Thanks for all the #WhistlePodu's and #Yellove people! We just can't get enough! https://t.co/HjtxGfXmOl	2018-06-01 07:21:26	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	321
1002449814183993344	@ImRo45 @GarethBale11 @ChampionsLeague @realmadrid You are really great cricketer I like it Rohit Sharma but I am u… https://t.co/GpixQRmhfc	2018-06-01 07:20:34	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002449609879322624	RT @MohammadKaif: 10 years today since @rajasthanroyals won the inaugural IPL. What a night it was. Glad to have been a part. https://t.co/…	2018-06-01 07:19:46	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	65
1002448490654519296	What's Your Favourite IPL 2018 Moment ?	2018-06-01 07:15:19	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002448469485899777	RT @ESPNcricinfo: Would you make any changes to our team of IPL 2018?   https://t.co/MzgFQcelxT #IPL2018 https://t.co/IMEKFm3k35	2018-06-01 07:15:14	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	98
1002448223955443712	RT @DHONIism: #WhistlePodu Is The Most Mentioned Hashtag During IPL 😉 And Guess What, The Second Most Mentioned Hashtag Is #Yellove 💛  That…	2018-06-01 07:14:15	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	118
1002447733754613763	Harbhajan went down the memory lane. #IPL #IPL2018 https://t.co/blmwmUW8XF	2018-06-01 07:12:18	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002447731942744066	English wicketkeeper-batsman Jos Buttler had a phenomenal run in the 2018 edition of the #IPL.  https://t.co/7LJst8atBK	2018-06-01 07:12:18	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002447581333590016	@realpreityzinta Remove brad as coach to win nxt season ipl as he is biased towrds finch more n given less chance to Miller	2018-06-01 07:11:42	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0
1002446783929253888	MS Dhoni Smashes Facebook Record For IPL; 20 Cr Fans Watched IPL On Hotstar! https://t.co/xAIaDZNXiA	2018-06-01 07:08:32	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002446721572433921	Wishes Pour In As Dinesh Karthik Turns 33 @DineshKarthik @DipikaPallikal @Twitter @instagram @ICC @BCCI @IPL… https://t.co/zWrfQk1T0w	2018-06-01 07:08:17	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0
1002446464210034689	Best left arm bowler in the world right now ?  #CSKvsSRH #SRHVsCSK #IPL2018Final #Dream11 #WIvWXI… https://t.co/JR4N4FsEmC	2018-06-01 07:07:16	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1
1002446327052152832	French Open 2018: Serena Williams shows plenty of fight to subdue Ashleigh Barty https://t.co/Yp3VcLpFPW https://t.co/l28kzlfG1H	2018-06-01 07:06:43	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0
1002445326219800576	@seven_week U r right And here there exists many IPL fans	2018-06-01 07:02:44	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002445181679882240	@Shivam_Mahale_ @Dhananjay_Tech @reliancejio You got it because, before start of IPL or during IPL you had recharge… https://t.co/92yfgNqrdy	2018-06-01 07:02:10	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002445098938982400	#IPL2018 The 18-year-old seemed a little shy on camera as he got a big hug from his mother after returning home in… https://t.co/kn7VDhb1oX	2018-06-01 07:01:50	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	2
1002445008220315648	RT @Ethirajans: TN Govt arrests 11 NTK Cadres, including the one who assaulted police during Chennai #IPL match, under Goondas act! Great,…	2018-06-01 07:01:29	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	201
1002444945058353152	RT @iihtishamm: As we were walking with @SAfridiOfficial towards the bus, there were so many Indian cricket fans waiting with the bus, Amon…	2018-06-01 07:01:14	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	61
1002444695128158209	#IPL2019 to be moved to this location?? #CricketNews  https://t.co/mtkUjLBVrz  Follow us on @PrimeFeed_in for lates… https://t.co/76cAX2Nr1Y	2018-06-01 07:00:14	"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"	0
1002444694968729601	RT @sachin_rt: The IPL ended on a high note ... a great final between CSK vs SRH. Watching it with @mangeshkarlata Didi 🙏 at her place made…	2018-06-01 07:00:14	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	3217
1002444635904413696	#KLRahul hopes to use #IPL2018 experience to become Indian cricket team’s top finisher  https://t.co/JgEHF68a56 https://t.co/nMjxjZyr3s	2018-06-01 07:00:00	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	5
1002444367771066368	RT @SanjayMsd07: MS Dhoni Performance In 2018 IPL  #WhistlePodu #Yellove #MSDhoni @msdhoni @ChennaiIPL @IPL @aajtak https://t.co/ecJkOGDAtw	2018-06-01 06:58:56	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3
1002444020621238273	RT @im_saiganesh: 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam Thamizhar party cadres…	2018-06-01 06:57:33	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	73
1002443657738366978	RT @uthraGC: He has managed something even the best haven't been able to do - - 3 IPL titles in 3 years @sharmakarn03 is living a dream and…	2018-06-01 06:56:07	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2
1002443112160153600	@Mitch_Savage @henrygayle Just saw that comment while watching @ICC world XI taking on the @westindies at… https://t.co/jo01DqPWgr	2018-06-01 06:53:57	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002443084452335616	@imVkohli One ipl cup brother pleasee	2018-06-01 06:53:50	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002442315611365376	@BCCI @DineshKarthik Happy https://t.co/2I2henarle played extremely favolous in this ipl#KKR FAN	2018-06-01 06:50:47	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	0
1002441714869473280	Who will win the match ?    #CSKvsSRH #SRHVsCSK #IPL2018Final #Dream11 #WIvWXI #SunrisersHyderabad… https://t.co/Dof1ObfbCX	2018-06-01 06:48:23	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002441675942322177	Ambati Rayudu hitting the winning runs as #csk win their 3rd #IPL beating #srh at #wankhede #ipl2018 #cskvsrh… https://t.co/89Qo96UgmZ	2018-06-01 06:48:14	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0
1002441183971299330	RT @ESPNcricinfo: Would you make any changes to our team of IPL 2018?   https://t.co/MzgFQcelxT #IPL2018 https://t.co/IMEKFm3k35	2018-06-01 06:46:17	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	98
1002441014441697280	MS Dhoni Performance In 2018 IPL  #WhistlePodu #Yellove #MSDhoni @msdhoni @ChennaiIPL @IPL @aajtak https://t.co/ecJkOGDAtw	2018-06-01 06:45:36	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3
1002440958858981376	I liked a @YouTube video https://t.co/ewgKcnlvXy IPL 2018 Match 48 - KXIP v RCB | Match Highlights	2018-06-01 06:45:23	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002440933554597890	Shouldn't @rajinikanth give up releasing #kaala in Karnataka when the film industry didn't allow the IPL to take pl… https://t.co/HlkUTWZARz	2018-06-01 06:45:17	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	4
1002440719074807808	RT @MohammadKaif: 10 years today since @rajasthanroyals won the inaugural IPL. What a night it was. Glad to have been a part. https://t.co/…	2018-06-01 06:44:26	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	65
1002440631833120768	RT @TrackTeluguFilm: Today Hyd plexes show fulls on 38 th &amp; IPL final day  PVR panjagutta 1.15 pm shw FULL 👌 Cinepolis Attapur 2.20 pm shw…	2018-06-01 06:44:05	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	84
1002439704103604224	RT @MohammadKaif: 10 years today since @rajasthanroyals won the inaugural IPL. What a night it was. Glad to have been a part. https://t.co/…	2018-06-01 06:40:24	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	65
1002439663821508608	According to the reports, the IPL will kick off on March 29 next year which is a week ahead of the usual start.… https://t.co/yx3v5a0cAh	2018-06-01 06:40:14	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002439360111734784	RT @ARUPBIS15310013: @StarSportsIndia @rajasthanroyals @ChennaiIPL @ICC @IPL EMERGENCE OF A NEW CHAPTER IN INTERNATIONAL CRICKET &amp; ENTERTAI…	2018-06-01 06:39:02	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1
1002439336585904135	RT @ibtimes_india: Ziva Dhoni looks super cute in the new Amul girl ad.  #IPL2018 #ZivaDhoni   @msdhoni   https://t.co/bDs59MWXbQ	2018-06-01 06:38:56	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3
1002439105735634944	@StarSportsIndia @rajasthanroyals @ChennaiIPL @ICC @IPL EMERGENCE OF A NEW CHAPTER IN INTERNATIONAL CRICKET &amp; ENTER… https://t.co/WnwggEzVgh	2018-06-01 06:38:01	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1
1002438013056667649	I liked a @YouTube video https://t.co/DhmLlMnfC1 IPL VS BBL COMPARISON | INDIA VS AUSTRALIA	2018-06-01 06:33:41	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002437615323234304	RT @rgcricket: Trophies won by MS Dhoni as captain:  World T20 (2007) CB Series (2008) Compaq Cup (2009) IPL (2010) Asia Cup (2010) CLT20 (…	2018-06-01 06:32:06	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	754
1002437293418745856	RT @DineshKarthik: Just a few words on my IPL journey #gratefulness #fun https://t.co/VyVqJgUd3l	2018-06-01 06:30:49	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1669
1002437116457046017	RT @MohammadKaif: 10 years today since @rajasthanroyals won the inaugural IPL. What a night it was. Glad to have been a part. https://t.co/…	2018-06-01 06:30:07	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	65
1002437071854661633	RT @DHONIism: #WhistlePodu Is The Most Mentioned Hashtag During IPL 😉 And Guess What, The Second Most Mentioned Hashtag Is #Yellove 💛  That…	2018-06-01 06:29:56	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	118
1002436743256145920	RT @CSKFansOfficial: #WhistlePodu is the most mentioned hashtag during IPL!  And Guess what, The Second most Mentioned hashtag is #Yellove😍…	2018-06-01 06:28:38	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	126
1002436167370002432	I liked a @YouTube video https://t.co/2B8lRfw8qj CLT20 : Reason Why Champions League T20 Closed and Scrapped Ahead Of IPL Season	2018-06-01 06:26:21	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002435954035044354	Former Ranji Trophy player for Mumbai and Delhi Daredevils in the IPL Prashant Naik (left), Crickingdom CEO Chetan… https://t.co/agNMe1xLoe	2018-06-01 06:25:30	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0
1002435456355586048	RT @im_saiganesh: 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam Thamizhar party cadres…	2018-06-01 06:23:31	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	73
1002434760155623424	@IPL @BCCI Day 55 @IPL Day 55 - And you really say that you care about the spectators?	2018-06-01 06:20:45	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0
1002434535370309633	@katrina_kaife_ @ImRo45 @oppomobileindia Bad luck this time in IPL	2018-06-01 06:19:52	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002434347494805504	RT @swing_seam: The number of references/mentions of IPL and KOHLI in this charity match is on a different level 😂👌🏻 Whole world somehow re…	2018-06-01 06:19:07	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	7
1002434164757618688	I liked a @YouTube video https://t.co/3MQ6TrOLVp IPL Lover funny video must watch	2018-06-01 06:18:23	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002433829724880896	RT @FirstCric: A central probe agency levied a penalty of Rs 82.66 Cr on the BCCI.  Former #IPL chairman N Srinivasan and commissioner Lali…	2018-06-01 06:17:03	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	3
1002432965752700928	@WisdenIndia #IPL vs #clean ,clean will loose by #countrymiles	2018-06-01 06:13:37	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002432684164112384	RT @CricketopiaCom: First IPL Title  Today in 2008, @rajasthanroyals won the inaugural IPL title when they beat Chennai Super Kings by 3 wi…	2018-06-01 06:12:30	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	9
1002432649921626112	RT @sachin_rt: The IPL ended on a high note ... a great final between CSK vs SRH. Watching it with @mangeshkarlata Didi 🙏 at her place made…	2018-06-01 06:12:22	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3217
1002432368513187840	RT @DHONIism: #WhistlePodu Is The Most Mentioned Hashtag During IPL 😉 And Guess What, The Second Most Mentioned Hashtag Is #Yellove 💛  That…	2018-06-01 06:11:15	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	118
1002432312263393281	RT @DHONIism: What's Your Favourite IPL 2018 Moment ?	2018-06-01 06:11:02	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	38
1002431997489401856	RT @pearl_nepal: Wanna see @IamSandeep25 batting in international cricket stadium, Even #IPL didn’t make it, yes ! He played Notout at @Hom…	2018-06-01 06:09:47	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1
1002431908108648448	RT @ShaneWarne: Good luck to both teams in the IPL final tonight, here’s my “All star team” from this years IPL  Butler  Rahul Virat  Pant…	2018-06-01 06:09:25	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1423
1002431809387458560	RT @Call_me_Anki: #ishqbaaaz Last year Shivika Jungle track brought nearly 2.0 trp in last week of ipl ...This tym we cannot even reach the…	2018-06-01 06:09:02	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	13
1002431717444149249	@ChennaiIPL @CskIPLTeam @msdhoni The performance of dhoni in @IPL 18 shows that when u desire something from ur hea… https://t.co/tSqr97iLnk	2018-06-01 06:08:40	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002431588452319232	RT @im_saiganesh: 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam Thamizhar party cadres…	2018-06-01 06:08:09	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	73
1002431404184166402	RT @sachin_rt: The IPL ended on a high note ... a great final between CSK vs SRH. Watching it with @mangeshkarlata Didi 🙏 at her place made…	2018-06-01 06:07:25	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>"	3217
1002431125170552832	English wicketkeeper-batsman Jos Buttler had a phenomenal run in the 2018 edition of the #IPL.  https://t.co/1pydp4MxRo	2018-06-01 06:06:19	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002430965245992960	Watch-Kings Xi Punjab(KXIP) IPL 2018 Best moments: https://t.co/0aITzrrPXh via @YouTube	2018-06-01 06:05:41	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002430889723297793	English wicketkeeper-batsman Jos Buttler had a phenomenal run in the 2018 edition of the #IPL.  https://t.co/2yZylYv1uP	2018-06-01 06:05:23	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002430629760335872	English wicketkeeper-batsman Jos Buttler had a phenomenal run in the 2018 edition of the #IPL.  https://t.co/nLpQTXEVns	2018-06-01 06:04:21	"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>"	0
1002429984110047232	RT @Rajesh_Dhanraaj: @itisprashanth Pothum Sami nadippu... what he is asking and what u r replying... U mage the same mistake in IPL and we…	2018-06-01 06:01:47	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1
1002429605402292224	RT @IBT_Sports: Here's why IPL 2019 may not be held in India.   #IPL #IPL2019   @IPL @ibtimes_india   https://t.co/nKSeT2d3Lm	2018-06-01 06:00:16	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1
1002429471037665282	@itisprashanth 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam Th… https://t.co/yWtzx1MTCK	2018-06-01 05:59:44	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	1
1002429319572959232	RT @WisdenIndia: Is the IPL clean? Neeraj Kumar adds fuel to the 'fixing' fire.  That and more in #PrintRun:  https://t.co/9k1kvKTMaQ	2018-06-01 05:59:08	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2
1002429058326593536	RT @Dude_Cricket: Post IPL scenes 😂😂😂 https://t.co/bZO1kW4CfK	2018-06-01 05:58:06	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	6
1002429047119360000	@harbhajan_singh @msdhoni @ChennaiIPL @IPL Iove you Dhoni  CSK is champion	2018-06-01 05:58:03	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002429033861140480	RT @ladywithflaws: @theskindoctor13 @IPL CSK will win.  SRH will be the runner up. WATSON will be the man of the match	2018-06-01 05:58:00	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3454
1002428983378526208	RT @im_saiganesh: 1) Naam Thamizhar party cadre was arrested for attacking the police during IPL protests.  2) Naam Thamizhar party cadres…	2018-06-01 05:57:48	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	73
1002428142273716224	RT @DHONIism: What's Your Favourite IPL 2018 Moment ?	2018-06-01 05:54:27	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	38
1002427582074228736	@russcsk Is this the way u handle the IPL trophy, please give some respect	2018-06-01 05:52:14	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0
1002427264884248576	NBA Finals: Stephen Curry’s stunning 3-pointer described as ‘coolest thing ever’; watch video… https://t.co/RD7lX80Rw3	2018-06-01 05:50:58	"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>"	0
1002427201759973377	CSK's Last Victory Party Of IPL 2018 https://t.co/3yRkjf2Cdv	2018-06-01 05:50:43	"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>"	0
1002427019836252162	IPL 2009: ED imposes penalty of Rs 121 crore on BCCI, others https://t.co/Cr9MtkXZaZ	2018-06-01 05:50:00	"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>"	2
